,Ano,Mes,Pais,Produto,Devolvidos
77,2010,12,Germany,STRAWBERRY CERAMIC TRINKET BOX,-6
78,2010,12,Germany,TOADSTOOL MONEY BOX,-4
79,2010,12,Germany,TRIPLE PHOTO FRAME CORNICE ,-2
80,2010,12,Germany,TV DINNER TRAY DOLLY GIRL,-1
81,2010,12,Germany,WOODLAND DESIGN  COTTON TOTE BAG,-2
82,2010,12,Germany,WOODLAND PARTY BAG + STICKER SET,-1
83,2010,12,Israel,ENCHANTED BIRD COATHANGER 5 HOOK,-24
84,2010,12,Israel,SPACEBOY TV DINNER TRAY,-32
85,2010,12,Italy,SWEETHEART CARRY-ALL BASKET,-2
86,2010,12,Portugal,BOX OF VINTAGE JIGSAW BLOCKS ,-3
87,2010,12,Portugal,TRADITIONAL WOODEN CATCH CUP GAME ,-12
88,2010,12,Portugal,TRADITIONAL WOODEN SKIPPING ROPE,-12
89,2010,12,Portugal,VINTAGE HEADS AND TAILS CARD GAME ,-12
90,2010,12,Sweden,SET OF 3 BABUSHKA STACKING TINS,-240
91,2010,12,United Kingdom,,-2982
92,2010,12,United Kingdom, SET 2 TEA TOWELS I LOVE LONDON ,-1
93,2010,12,United Kingdom,10 COLOUR SPACEBOY PEN,-18
94,2010,12,United Kingdom,12 PENCIL SMALL TUBE WOODLAND,-2
95,2010,12,United Kingdom,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-11
96,2010,12,United Kingdom,3 HEARTS HANGING DECORATION RUSTIC,-1
97,2010,12,United Kingdom,3 HOOK HANGER MAGIC GARDEN,-1
98,2010,12,United Kingdom,3 TIER CAKE TIN GREEN AND CREAM,-2
99,2010,12,United Kingdom,3 TIER CAKE TIN RED AND CREAM,-2
100,2010,12,United Kingdom,4 TRADITIONAL SPINNING TOPS,-8
101,2010,12,United Kingdom,5 HOOK HANGER RED MAGIC TOADSTOOL,-6
102,2010,12,United Kingdom,60 CAKE CASES VINTAGE CHRISTMAS,-24
103,2010,12,United Kingdom,?,-753
104,2010,12,United Kingdom,ADVENT CALENDAR GINGHAM SACK,-56
105,2010,12,United Kingdom,AIRLINE BAG VINTAGE TOKYO 78,-1
106,2010,12,United Kingdom,ALARM CLOCK BAKELIKE CHOCOLATE,-10
107,2010,12,United Kingdom,ALARM CLOCK BAKELIKE GREEN,-9
108,2010,12,United Kingdom,ALARM CLOCK BAKELIKE IVORY,-4
109,2010,12,United Kingdom,ALARM CLOCK BAKELIKE ORANGE,-5
110,2010,12,United Kingdom,ALARM CLOCK BAKELIKE PINK,-4
111,2010,12,United Kingdom,ALARM CLOCK BAKELIKE RED ,-14
112,2010,12,United Kingdom,ALPHABET STENCIL CRAFT,-5
113,2010,12,United Kingdom,AMAZON FEE,-6
114,2010,12,United Kingdom,ANTIQUE GLASS DRESSING TABLE POT,-5
115,2010,12,United Kingdom,ANTIQUE GLASS HEART DECORATION ,-1
116,2010,12,United Kingdom,ANTIQUE GLASS PEDESTAL BOWL,-2
117,2010,12,United Kingdom,ANTIQUE SILVER TEA GLASS ENGRAVED,-1
118,2010,12,United Kingdom,ANTIQUE SILVER TEA GLASS ETCHED,-5
119,2010,12,United Kingdom,AREA PATROLLED METAL SIGN,-3
120,2010,12,United Kingdom,ASSORTED COLOURS SILK FAN,-48
121,2010,12,United Kingdom,ASSORTED CREEPY CRAWLIES,-24
122,2010,12,United Kingdom,ASSORTED TUTTI FRUTTI HEART BOX,-1
123,2010,12,United Kingdom,ASSORTED TUTTI FRUTTI LARGE PURSE,-1
124,2010,12,United Kingdom,ASSTD DESIGN 3D PAPER STICKERS,-60
125,2010,12,United Kingdom,ASSTD DESIGN RACING CAR PEN,-1
126,2010,12,United Kingdom,BAKING SET 9 PIECE RETROSPOT ,-5
127,2010,12,United Kingdom,BAKING SET SPACEBOY DESIGN,-7
128,2010,12,United Kingdom,BEACH HUT KEY CABINET,-1
129,2010,12,United Kingdom,BEADED PEARL HEART WHITE ON STICK,-6
130,2010,12,United Kingdom,BINGO SET,-4
131,2010,12,United Kingdom,BIRDHOUSE DECORATION MAGIC GARDEN,-9
132,2010,12,United Kingdom,BLACK CHAMPAGNE GLASS,-1
133,2010,12,United Kingdom,BLACK PHOTO ALBUM ,-1
134,2010,12,United Kingdom,BLACK WINE GLASS,-3
135,2010,12,United Kingdom,BLUE DINER WALL CLOCK,-2
136,2010,12,United Kingdom,BLUE HAPPY BIRTHDAY BUNTING,-1
137,2010,12,United Kingdom,BLUE HARMONICA IN BOX ,-24
138,2010,12,United Kingdom,BLUE NEW BAROQUE CANDLESTICK CANDLE,-31
139,2010,12,United Kingdom,BLUE POLKADOT BOWL,-8
140,2010,12,United Kingdom,BLUE POLKADOT CUP,-8
141,2010,12,United Kingdom,BLUE POLKADOT PLATE ,-8
142,2010,12,United Kingdom,BOX OF VINTAGE JIGSAW BLOCKS ,-6
143,2010,12,United Kingdom,BREAD BIN DINER STYLE IVORY,-10
144,2010,12,United Kingdom,BREAD BIN DINER STYLE MINT,-8
145,2010,12,United Kingdom,BROCANTE COAT RACK,-2
146,2010,12,United Kingdom,BROCANTE SHELF WITH HOOKS,-3
147,2010,12,United Kingdom,BUTTON BOX ,-20
148,2010,12,United Kingdom,Bank Charges,-2
149,2010,12,United Kingdom,CACTI T-LIGHT CANDLES,-82
150,2010,12,United Kingdom,CAKE STAND LOVEBIRD 2 TIER WHITE,-2
151,2010,12,United Kingdom,CAKE STAND VICTORIAN FILIGREE LARGE,-1
152,2010,12,United Kingdom,CARD HOLDER GINGHAM HEART,-192
153,2010,12,United Kingdom,CARDHOLDER GINGHAM CHRISTMAS TREE,-50
154,2010,12,United Kingdom,CARNIVAL BRACELET,-1
155,2010,12,United Kingdom,CAROUSEL DESIGN WASHBAG,-1
156,2010,12,United Kingdom,CERAMIC CAKE BOWL + HANGING CAKES,-20
157,2010,12,United Kingdom,CERAMIC CAKE DESIGN SPOTTED PLATE,-4
158,2010,12,United Kingdom,CERAMIC CAKE STAND + HANGING CAKES,-4
159,2010,12,United Kingdom,CERAMIC CHERRY CAKE MONEY BANK,-1
160,2010,12,United Kingdom,CERAMIC HEART FAIRY CAKE MONEY BANK,-2
161,2010,12,United Kingdom,CERAMIC STRAWBERRY CAKE MONEY BANK,-1
162,2010,12,United Kingdom,CHALKBOARD KITCHEN ORGANISER,-8
163,2010,12,United Kingdom,CHARLIE + LOLA RED HOT WATER BOTTLE,-36
164,2010,12,United Kingdom,CHARLOTTE BAG PINK POLKADOT,-2
165,2010,12,United Kingdom,CHARLOTTE BAG SUKI DESIGN,-2
166,2010,12,United Kingdom,CHEST 7 DRAWER MA CAMPAGNE,-2
167,2010,12,United Kingdom,CHICK GREY HOT WATER BOTTLE,-12
168,2010,12,United Kingdom,CHILDREN'S CIRCUS PARADE MUG,-18
169,2010,12,United Kingdom,CHILDS BREAKFAST SET DOLLY GIRL ,-2
170,2010,12,United Kingdom,CHILDS BREAKFAST SET SPACEBOY ,-1
171,2010,12,United Kingdom,CHOC TRUFFLE GOLD TRINKET POT ,-1
172,2010,12,United Kingdom,CHRISTMAS CRAFT TREE TOP ANGEL,-8
173,2010,12,United Kingdom,CHRISTMAS CRAFT WHITE FAIRY ,-1
174,2010,12,United Kingdom,CHRISTMAS GINGHAM HEART,-144
175,2010,12,United Kingdom,CHRISTMAS GINGHAM STAR,-144
176,2010,12,United Kingdom,CHRISTMAS LIGHTS 10 REINDEER,-4
177,2010,12,United Kingdom,CHRISTMAS LIGHTS 10 SANTAS ,-54
178,2010,12,United Kingdom,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,-20
179,2010,12,United Kingdom,CHRISTMAS METAL POSTCARD WITH BELLS,-1
180,2010,12,United Kingdom,CHRISTMAS PUDDING TRINKET POT ,-5
181,2010,12,United Kingdom,CHRISTMAS RETROSPOT STAR WOOD,-12
182,2010,12,United Kingdom,CHRISTMAS RETROSPOT TREE WOOD,-11
183,2010,12,United Kingdom,CHRISTMAS TREE PAINTED ZINC ,-24
184,2010,12,United Kingdom,CIRCUS PARADE CHILDRENS EGG CUP ,-36
185,2010,12,United Kingdom,CLASSICAL ROSE SMALL VASE,-1
186,2010,12,United Kingdom,CLEAR MILKSHAKE GLASS,-4
187,2010,12,United Kingdom,COFFEE MUG CAT + BIRD DESIGN,-1
188,2010,12,United Kingdom,COLOUR GLASS. STAR T-LIGHT HOLDER,-2
189,2010,12,United Kingdom,COOK WITH WINE METAL SIGN ,-51
190,2010,12,United Kingdom,COOKING SET RETROSPOT,-3
191,2010,12,United Kingdom,CREAM CUPID HEARTS COAT HANGER,-11
192,2010,12,United Kingdom,CREAM SWEETHEART EGG HOLDER,-1
193,2010,12,United Kingdom,CREAM SWEETHEART MINI CHEST,-5
194,2010,12,United Kingdom,CREAM SWEETHEART SHELF + HOOKS,-1
195,2010,12,United Kingdom,CUPBOARD 3 DRAWER MA CAMPAGNE,-3
196,2010,12,United Kingdom,DAIRY MAID STRIPE MUG,-16
197,2010,12,United Kingdom,DELUXE SEWING KIT ,-1
198,2010,12,United Kingdom,DOCTOR'S BAG SOFT TOY,-1
199,2010,12,United Kingdom,DOLLY GIRL LUNCH BOX,-67
200,2010,12,United Kingdom,DOORMAT MERRY CHRISTMAS RED ,-50
201,2010,12,United Kingdom,DOORMAT MULTICOLOUR STRIPE,-2
202,2010,12,United Kingdom,DOORMAT NEW ENGLAND,-2
203,2010,12,United Kingdom,DOORMAT RED RETROSPOT,-1
204,2010,12,United Kingdom,DOORMAT TOPIARY,-10
205,2010,12,United Kingdom,DOORMAT WELCOME PUPPIES,-2
206,2010,12,United Kingdom,DOORSTOP RETROSPOT HEART,-6
207,2010,12,United Kingdom,DOVE DECORATION PAINTED ZINC ,-23
208,2010,12,United Kingdom,Discount,-8
209,2010,12,United Kingdom,Dotcom sales,-200
210,2010,12,United Kingdom,EIGHT PIECE DINOSAUR SET,-4
211,2010,12,United Kingdom,EMBOSSED GLASS TEALIGHT HOLDER,-1
212,2010,12,United Kingdom,ENAMEL MEASURING JUG CREAM,-2
213,2010,12,United Kingdom,ENAMEL WATERING CAN CREAM,-1
214,2010,12,United Kingdom,ENCHANTED BIRD COATHANGER 5 HOOK,-2
215,2010,12,United Kingdom,FAIRY CAKE BIRTHDAY CANDLE SET,-4
216,2010,12,United Kingdom,FAIRY TALE COTTAGE NIGHTLIGHT,-3
217,2010,12,United Kingdom,FAMILY ALBUM WHITE PICTURE FRAME,-3
218,2010,12,United Kingdom,FAMILY PHOTO FRAME CORNICE,-4
219,2010,12,United Kingdom,FELTCRAFT CHRISTMAS FAIRY,-10
220,2010,12,United Kingdom,FELTCRAFT DOLL MARIA,-1
221,2010,12,United Kingdom,FELTCRAFT DOLL MOLLY,-3
222,2010,12,United Kingdom,FELTCRAFT HAIRBAND PINK AND BLUE,-48
223,2010,12,United Kingdom,FOLKART STAR CHRISTMAS DECORATIONS,-24
224,2010,12,United Kingdom,FOOD CONTAINER SET 3 LOVE HEART ,-1
225,2010,12,United Kingdom,FORKED CACTUS CANDLE,-1
226,2010,12,United Kingdom,FRENCH BLUE METAL DOOR SIGN 5,-20
227,2010,12,United Kingdom,FRENCH BLUE METAL DOOR SIGN No,-12
228,2010,12,United Kingdom,FRIDGE MAGNETS LES ENFANTS ASSORTED,-13
229,2010,12,United Kingdom,GARLAND WITH HEARTS AND BELLS,-6
230,2010,12,United Kingdom,GIN + TONIC DIET METAL SIGN,-1
231,2010,12,United Kingdom,GLASS  BEURRE DISH,-3
232,2010,12,United Kingdom,GLASS CLOCHE SMALL,-2
233,2010,12,United Kingdom,GLASS JAR ENGLISH CONFECTIONERY,-11
234,2010,12,United Kingdom,GLASS JAR PEACOCK BATH SALTS,-5
235,2010,12,United Kingdom,GLASS STAR FROSTED T-LIGHT HOLDER,-6
236,2010,12,United Kingdom,GLITTER CHRISTMAS TREE WITH BELLS,-2
237,2010,12,United Kingdom,GLITTER HANGING BUTTERFLY STRING,-3
238,2010,12,United Kingdom,GOLD MINI TAPE MEASURE ,-300
239,2010,12,United Kingdom,GREEN GIANT GARDEN THERMOMETER,-8
240,2010,12,United Kingdom,GREEN REGENCY TEACUP AND SAUCER,-10
241,2010,12,United Kingdom,GROW YOUR OWN PLANT IN A CAN ,-1
242,2010,12,United Kingdom,GUMBALL COAT RACK,-2
243,2010,12,United Kingdom,GUMBALL MAGAZINE RACK,-1
244,2010,12,United Kingdom,GUMBALL MONOCHROME COAT RACK,-3
245,2010,12,United Kingdom,HAND OPEN SHAPE DECO.WHITE,-1
246,2010,12,United Kingdom,HAND OVER THE CHOCOLATE   SIGN ,-48
247,2010,12,United Kingdom,HAND WARMER BABUSHKA DESIGN,-120
248,2010,12,United Kingdom,HAND WARMER BIRD DESIGN,-12
249,2010,12,United Kingdom,HAND WARMER OWL DESIGN,-71
250,2010,12,United Kingdom,HAND WARMER RED RETROSPOT,-1
251,2010,12,United Kingdom,HAND WARMER UNION JACK,-5
252,2010,12,United Kingdom,HANGING BAUBLE T-LIGHT HOLDER SMALL,-36
253,2010,12,United Kingdom,HANGING FAIRY CAKE DECORATION,-159
254,2010,12,United Kingdom,HANGING HEART JAR T-LIGHT HOLDER,-1
255,2010,12,United Kingdom,HANGING HEART ZINC T-LIGHT HOLDER,-1
256,2010,12,United Kingdom,HANGING JAM JAR T-LIGHT HOLDER,-1
257,2010,12,United Kingdom,HEART CALCULATOR,-12
258,2010,12,United Kingdom,HEART DECORATION WITH PEARLS ,-6
259,2010,12,United Kingdom,HEART FILIGREE DOVE LARGE,-12
260,2010,12,United Kingdom,HEART OF WICKER LARGE,-1
261,2010,12,United Kingdom,HEART OF WICKER SMALL,-1
262,2010,12,United Kingdom,HEART WOODEN CHRISTMAS DECORATION,-192
263,2010,12,United Kingdom,HOME SMALL WOOD LETTERS,-7
264,2010,12,United Kingdom,HOME SWEET HOME MUG,-2
265,2010,12,United Kingdom,HOT BATHS METAL SIGN,-3
266,2010,12,United Kingdom,HOT WATER BOTTLE TEA AND SYMPATHY,-8
267,2010,12,United Kingdom,HYACINTH BULB T-LIGHT CANDLES,-80
268,2010,12,United Kingdom,IVORY DINER WALL CLOCK,-6
269,2010,12,United Kingdom,IVORY GIANT GARDEN THERMOMETER,-8
270,2010,12,United Kingdom,IVORY PILLAR CANDLE SILVER FLOCK,-6
271,2010,12,United Kingdom,IVY HEART WREATH,-4
272,2010,12,United Kingdom,JAM JAR WITH GREEN LID,-8
273,2010,12,United Kingdom,JAM MAKING SET WITH JARS,-18
274,2010,12,United Kingdom,JET BLACK LAS VEGAS NECKLACE 45CM,-2
275,2010,12,United Kingdom,JIGSAW RABBIT AND BIRDHOUSE,-12
276,2010,12,United Kingdom,JIGSAW TREE WITH WATERING CAN,-13
277,2010,12,United Kingdom,JUMBO  BAG BAROQUE BLACK WHITE,-2
278,2010,12,United Kingdom,JUMBO BAG PINK POLKADOT,-2
279,2010,12,United Kingdom,JUMBO BAG RED RETROSPOT,-26
280,2010,12,United Kingdom,JUMBO BAG SCANDINAVIAN PAISLEY,-2
281,2010,12,United Kingdom,JUMBO BAG STRAWBERRY,-2
282,2010,12,United Kingdom,JUMBO BAG TOYS ,-2
283,2010,12,United Kingdom,KINGS CHOICE BISCUIT TIN,-1
284,2010,12,United Kingdom,KINGS CHOICE GIANT TUBE MATCHES,-12
285,2010,12,United Kingdom,LADIES & GENTLEMEN METAL SIGN,-1
286,2010,12,United Kingdom,LANTERN CREAM GAZEBO ,-3
287,2010,12,United Kingdom,LARGE CAKE STAND  HANGING STRAWBERY,-1
288,2010,12,United Kingdom,LARGE PINK GLASS SUNDAE DISH,-16
289,2010,12,United Kingdom,LARGE POPCORN HOLDER ,-19
290,2010,12,United Kingdom,LAUNDRY 15C METAL SIGN,-1
291,2010,12,United Kingdom,LIGHT GARLAND BUTTERFILES PINK,-8
292,2010,12,United Kingdom,LOVE BUILDING BLOCK WORD,-1
293,2010,12,United Kingdom,LUNCH BAG  BLACK SKULL.,-3
294,2010,12,United Kingdom,LUNCH BAG CARS BLUE,-2
295,2010,12,United Kingdom,LUNCH BAG RED RETROSPOT,-3
296,2010,12,United Kingdom,LUNCH BAG SUKI  DESIGN ,-1
297,2010,12,United Kingdom,LUNCH BOX I LOVE LONDON,-4
298,2010,12,United Kingdom,MA CAMPAGNE CUTLERY BOX,-2
299,2010,12,United Kingdom,MAGIC DRAWING SLATE PURDEY,-11
300,2010,12,United Kingdom,MEASURING TAPE BABUSHKA RED,-8
301,2010,12,United Kingdom,METAL MERRY CHRISTMAS WREATH,-6
302,2010,12,United Kingdom,METAL SIGN CUPCAKE SINGLE HOOK,-20
303,2010,12,United Kingdom,"METAL SIGN,CUPCAKE SINGLE HOOK",-40
304,2010,12,United Kingdom,MINI CAKE STAND  HANGING STRAWBERY,-2
305,2010,12,United Kingdom,MINI CAKE STAND T-LIGHT HOLDER,-9
306,2010,12,United Kingdom,MINT KITCHEN SCALES,-1
307,2010,12,United Kingdom,MIRRORED DISCO BALL ,-2
308,2010,12,United Kingdom,MOROCCAN TEA GLASS,-4
309,2010,12,United Kingdom,MRS ROBOT SOFT TOY,-1
310,2010,12,United Kingdom,MULTI COLOUR SILVER T-LIGHT HOLDER,-2
311,2010,12,United Kingdom,Manual,-10
312,2010,12,United Kingdom,NATURAL SLATE CHALKBOARD LARGE ,-2
313,2010,12,United Kingdom,NATURAL SLATE HEART CHALKBOARD ,-27
314,2010,12,United Kingdom,NATURAL SLATE RECTANGLE CHALKBOARD,-1
315,2010,12,United Kingdom,NOVELTY BISCUITS CAKE STAND 3 TIER,-16
316,2010,12,United Kingdom,NUMBER TILE COTTAGE GARDEN 1,-1
317,2010,12,United Kingdom,NUMBER TILE COTTAGE GARDEN 9,-1
318,2010,12,United Kingdom,NUMBER TILE COTTAGE GARDEN No,-1
319,2010,12,United Kingdom,OCEAN SCENT CANDLE IN JEWELLED BOX,-1
320,2010,12,United Kingdom,ORGANISER WOOD ANTIQUE WHITE ,-5
321,2010,12,United Kingdom,OVERNIGHT BAG VINTAGE ROSE PAISLEY,-1
322,2010,12,United Kingdom,PACK OF 12 BLUE PAISLEY TISSUES ,-24
323,2010,12,United Kingdom,PACK OF 12 PINK PAISLEY TISSUES ,-24
324,2010,12,United Kingdom,PACK OF 12 RED RETROSPOT TISSUES ,-24
325,2010,12,United Kingdom,PACK OF 60 DINOSAUR CAKE CASES,-24
326,2010,12,United Kingdom,PACK OF 72 RETROSPOT CAKE CASES,-30
327,2010,12,United Kingdom,PAPER CHAIN KIT 50'S CHRISTMAS ,-7
328,2010,12,United Kingdom,PAPER CHAIN KIT LONDON,-2
329,2010,12,United Kingdom,PAPER CHAIN KIT RETROSPOT,-7
330,2010,12,United Kingdom,PAPER CHAIN KIT VINTAGE CHRISTMAS,-13
331,2010,12,United Kingdom,PAPERWEIGHT KINGS CHOICE ,-6
332,2010,12,United Kingdom,PARTY CONE CHRISTMAS DECORATION ,-144
333,2010,12,United Kingdom,PHARMACIE FIRST AID TIN,-12
334,2010,12,United Kingdom,PHOTO FRAME CORNICE,-4
335,2010,12,United Kingdom,PICNIC BASKET WICKER LARGE,-3
336,2010,12,United Kingdom,PIG KEYRING WITH LIGHT & SOUND ,-4
337,2010,12,United Kingdom,PIGGY BANK RETROSPOT ,-6
338,2010,12,United Kingdom,PINK DOUGHNUT TRINKET POT ,-4
339,2010,12,United Kingdom,PINK FOXGLOVE ARTIIFCIAL FLOWER,-12
340,2010,12,United Kingdom,PINK GLASS CANDLEHOLDER,-2
341,2010,12,United Kingdom,PINK HEART SHAPE EGG FRYING PAN,-1
342,2010,12,United Kingdom,PINK OWL SOFT TOY,-1
343,2010,12,United Kingdom,PINK REGENCY TEACUP AND SAUCER,-6
344,2010,12,United Kingdom,PIZZA PLATE IN BOX,-8
345,2010,12,United Kingdom,PLASTERS IN TIN CIRCUS PARADE ,-12
346,2010,12,United Kingdom,PLASTERS IN TIN SKULLS,-24
347,2010,12,United Kingdom,PLASTERS IN TIN VINTAGE PAISLEY ,-12
348,2010,12,United Kingdom,PLEASE ONE PERSON METAL SIGN,-2
349,2010,12,United Kingdom,POCKET BAG BLUE PAISLEY RED SPOT,-1
350,2010,12,United Kingdom,POPPY'S PLAYHOUSE BATHROOM,-6
351,2010,12,United Kingdom,POPPY'S PLAYHOUSE BEDROOM ,-1
352,2010,12,United Kingdom,POPPY'S PLAYHOUSE KITCHEN,-4
353,2010,12,United Kingdom,POSTAGE,-4
354,2010,12,United Kingdom,POTTERING MUG,-2
355,2010,12,United Kingdom,POTTING SHED TEA MUG,-4
356,2010,12,United Kingdom,RECIPE BOX BLUE SKETCHBOOK DESIGN,-4
357,2010,12,United Kingdom,RECIPE BOX PANTRY YELLOW DESIGN,-1
358,2010,12,United Kingdom,RECIPE BOX RETROSPOT ,-2
359,2010,12,United Kingdom,RECIPE BOX WITH METAL HEART,-5
360,2010,12,United Kingdom,RED  HARMONICA IN BOX ,-4
361,2010,12,United Kingdom,RED DINER WALL CLOCK,-2
362,2010,12,United Kingdom,RED DRAGONFLY HELICOPTER,-1
363,2010,12,United Kingdom,RED DRAWER KNOB ACRYLIC EDWARDIAN,-1
364,2010,12,United Kingdom,RED HANGING HEART T-LIGHT HOLDER,-3
365,2010,12,United Kingdom,RED RETROSPOT BOWL,-8
366,2010,12,United Kingdom,RED RETROSPOT CAKE STAND,-26
367,2010,12,United Kingdom,RED RETROSPOT CUP,-8
368,2010,12,United Kingdom,RED RETROSPOT PICNIC BAG,-3
369,2010,12,United Kingdom,RED RETROSPOT PLATE ,-8
370,2010,12,United Kingdom,RED RETROSPOT ROUND CAKE TINS,-3
371,2010,12,United Kingdom,RED RETROSPOT SHOPPER BAG,-13
372,2010,12,United Kingdom,RED RETROSPOT SMALL MILK JUG,-6
373,2010,12,United Kingdom,RED RETROSPOT STORAGE JAR,-2
374,2010,12,United Kingdom,RED RETROSPOT SUGAR JAM BOWL,-6
375,2010,12,United Kingdom,RED RETROSPOT TEA CUP AND SAUCER ,-1
376,2010,12,United Kingdom,RED RETROSPOT TRADITIONAL TEAPOT ,-16
377,2010,12,United Kingdom,RED STAR CARD HOLDER,-48
378,2010,12,United Kingdom,RED STRIPE CERAMIC DRAWER KNOB,-1
379,2010,12,United Kingdom,RED TOADSTOOL LED NIGHT LIGHT,-1
380,2010,12,United Kingdom,REGENCY CAKESTAND 3 TIER,-67
381,2010,12,United Kingdom,RETRO COFFEE MUGS ASSORTED,-14
