Ano,Mes,Pais,Produto,Lucro
2010,12,Belgium,JUMBO BAG RED RETROSPOT,19.5
2010,12,Belgium,LARGE CAKE STAND HANGING HEARTS,39.8
2010,12,Belgium,LARGE RED RETROSPOT WINDMILL,12.600000000000001
2010,12,Belgium,MAGNETS PACK OF 4 RETRO PHOTO,10.08
2010,12,Belgium,MINI JIGSAW CIRCUS PARADE ,10.08
2010,12,Belgium,MINI JIGSAW DINOSAUR ,10.08
2010,12,Belgium,MINI JIGSAW DOLLY GIRL,10.08
2010,12,Belgium,MINI JIGSAW SPACEBOY,10.08
2010,12,Belgium,MINI PAINT SET VINTAGE ,23.400000000000002
2010,12,Belgium,MIRROR CORNICE,29.9
2010,12,Belgium,PACK OF 12 COLOURED PENCILS,10.2
2010,12,Belgium,PACK OF 12 TRADITIONAL CRAYONS,10.08
2010,12,Belgium,PACK OF 20 SKULL PAPER NAPKINS,10.2
2010,12,Belgium,PACK OF 6 SKULL PAPER CUPS,7.800000000000001
2010,12,Belgium,PACK OF 6 SKULL PAPER PLATES,10.2
2010,12,Belgium,PACK OF 60 DINOSAUR CAKE CASES,39.6
2010,12,Belgium,PACK OF 60 MUSHROOM CAKE CASES,26.400000000000002
2010,12,Belgium,PACK OF 60 PINK PAISLEY CAKE CASES,50.4
2010,12,Belgium,PACK OF 60 SPACEBOY CAKE CASES,63.6
2010,12,Belgium,PACK OF 72 RETROSPOT CAKE CASES,63.6
2010,12,Belgium,PACK OF 72 SKULL CAKE CASES,13.200000000000001
2010,12,Belgium,PAPER BUNTING RETROSPOT,17.700000000000003
2010,12,Belgium,PAPERWEIGHT CHILDHOOD MEMORIES,20.4
2010,12,Belgium,PINK B'FLY C/COVER W BOBBLES,11.9
2010,12,Belgium,PINK LOVE BIRD CANDLE,10.08
2010,12,Belgium,PLASTERS IN TIN SPACEBOY,19.799999999999997
2010,12,Belgium,POLKADOT PEN,40.8
2010,12,Belgium,POLYESTER FILLER PAD 30CMx30CM,2.5
2010,12,Belgium,POPART WOODEN PENCILS ASST,12.0
2010,12,Belgium,POSTAGE,210.0
2010,12,Belgium,RECIPE BOX PANTRY YELLOW DESIGN,35.400000000000006
2010,12,Belgium,RECIPE BOX RETROSPOT ,35.400000000000006
2010,12,Belgium,RED RETROSPOT CHARLOTTE BAG,8.5
2010,12,Belgium,RED RETROSPOT ROUND CAKE TINS,19.9
2010,12,Belgium,RED RETROSPOT TAPE,4.5600000000000005
2010,12,Belgium,REGENCY CAKESTAND 3 TIER,51.0
2010,12,Belgium,RIBBON REEL POLKADOTS ,16.5
2010,12,Belgium,RIBBON REEL STRIPES DESIGN ,16.5
2010,12,Belgium,S/4 VALENTINE DECOUPAGE HEART BOX,30.0
2010,12,Belgium,SET 12 KIDS COLOUR  CHALK STICKS,10.08
2010,12,Belgium,SET 6 FOOTBALL CELEBRATION CANDLES,15.0
2010,12,Belgium,SET OF 20 KIDS COOKIE CUTTERS,25.200000000000003
2010,12,Belgium,SET OF 6 GIRLS CELEBRATION CANDLES,15.0
2010,12,Belgium,SET OF 6 SOLDIER SKITTLES,15.0
2010,12,Belgium,SET OF 6 SPICE TINS PANTRY DESIGN,47.400000000000006
2010,12,Belgium,SET/10 BLUE POLKADOT PARTY CANDLES,30.0
2010,12,Belgium,SET/10 IVORY POLKADOT PARTY CANDLES,30.0
2010,12,Belgium,SET/10 PINK POLKADOT PARTY CANDLES,30.0
2010,12,Belgium,SET/10 RED POLKADOT PARTY CANDLES,30.0
2010,12,Belgium,SET/20 RED RETROSPOT PAPER NAPKINS ,10.2
2010,12,Belgium,SET/3 POLKADOT STACKING TINS,14.850000000000001
2010,12,Belgium,SET/6 PINK BIRD T-LIGHT CANDLES,10.2
2010,12,Belgium,SET/6 RED SPOTTY PAPER CUPS,7.800000000000001
2010,12,Belgium,SET/6 RED SPOTTY PAPER PLATES,10.2
2010,12,Belgium,SILK PURSE BABUSHKA RED,20.1
2010,12,Belgium,SMALL PURPLE BABUSHKA NOTEBOOK ,10.2
2010,12,Belgium,SMALL RED BABUSHKA NOTEBOOK ,10.2
2010,12,Belgium,SPACEBOY LUNCH BOX ,23.4
2010,12,Belgium,STRAWBERRY CHARLOTTE BAG,8.5
2010,12,Belgium,VICTORIAN  METAL POSTCARD SPRING,40.56
2010,12,Belgium,VICTORIAN SEWING BOX LARGE,12.75
2010,12,Belgium,VINTAGE CREAM CAT FOOD CONTAINER,25.4
2010,12,Belgium,WOODLAND CHARLOTTE BAG,8.5
2010,12,Channel Islands,CARRIAGE,50.0
2010,12,Channel Islands,CHOCOLATE HOT WATER BOTTLE,14.850000000000001
2010,12,Channel Islands,COSY HOUR CIGAR BOX MATCHES ,30.0
2010,12,Channel Islands,COSY HOUR GIANT TUBE MATCHES,30.599999999999998
2010,12,Channel Islands,DOORMAT FANCY FONT HOME SWEET HOME,15.9
2010,12,Channel Islands,DOORMAT HOME SWEET HOME BLUE ,15.9
2010,12,Channel Islands,DOORMAT PEACE ON EARTH BLUE,15.9
2010,12,Channel Islands,DOORMAT RED RETROSPOT,15.9
2010,12,Channel Islands,DOORMAT UNION FLAG,15.9
2010,12,Channel Islands,DOORMAT UNION JACK GUNS AND ROSES,15.9
2010,12,Channel Islands,ELEPHANT CARNIVAL POUFFE,29.9
2010,12,Channel Islands,FLOOR CUSHION ELEPHANT CARNIVAL,17.9
2010,12,Channel Islands,GINGHAM BABUSHKA DOORSTOP,15.0
2010,12,Channel Islands,OWL DOORSTOP,14.850000000000001
2010,12,Channel Islands,RETROSPOT HEART HOT WATER BOTTLE,14.850000000000001
2010,12,Channel Islands,TRIANGULAR POUFFE VINTAGE ,29.9
2010,12,Channel Islands,YOU'RE CONFUSING ME METAL SIGN ,20.28
2010,12,Cyprus,12 PENCILS SMALL TUBE SKULL,3.9000000000000004
2010,12,Cyprus,3 STRIPEY MICE FELTCRAFT,5.85
2010,12,Cyprus,3D HEARTS  HONEYCOMB PAPER GARLAND,2.95
2010,12,Cyprus,AGED GLASS SILVER T-LIGHT HOLDER,15.600000000000001
2010,12,Cyprus,APPLE BATH SPONGE,12.5
2010,12,Cyprus,ASSORTED COLOUR BIRD ORNAMENT,40.56
2010,12,Cyprus,BLUE HAPPY BIRTHDAY BUNTING,10.9
2010,12,Cyprus,CANDLE PLATE LACE WHITE,61.199999999999996
2010,12,Cyprus,CANDLEHOLDER PINK HANGING HEART,26.55
2010,12,Cyprus,CRAZY DAISY HEART DECORATION,1.25
2010,12,Cyprus,CREAM SLICE FLANNEL CHOCOLATE SPOT ,8.850000000000001
2010,12,Cyprus,CREAM SLICE FLANNEL PINK SPOT ,61.199999999999996
2010,12,Cyprus,ENGLISH ROSE SCENTED HANGING FLOWER,4.25
2010,12,Cyprus,FAIRY CAKE FLANNEL ASSORTED COLOUR,22.95
2010,12,Cyprus,FELTCRAFT 6 FLOWER FRIENDS,6.300000000000001
2010,12,Cyprus,FELTCRAFT BUTTERFLY HEARTS,5.8
2010,12,Cyprus,FELTCRAFT CUSHION BUTTERFLY,7.5
2010,12,Cyprus,FELTCRAFT CUSHION OWL,7.5
2010,12,Cyprus,FELTCRAFT DOLL EMILY,2.95
2010,12,Cyprus,FELTCRAFT DOLL MARIA,2.95
2010,12,Cyprus,FELTCRAFT PRINCESS CHARLOTTE DOLL,7.5
2010,12,Cyprus,FELTCRAFT PRINCESS OLIVIA DOLL,7.5
2010,12,Cyprus,FILIGRIS HEART WITH BUTTERFLY,30.0
2010,12,Cyprus,FOLKART ZINC HEART CHRISTMAS DEC,10.2
2010,12,Cyprus,GRAND CHOCOLATECANDLE,26.099999999999998
2010,12,Cyprus,GREY FLORAL FELTCRAFT SHOULDER BAG,3.75
2010,12,Cyprus,HANGING CHICK CREAM DECORATION,34.8
2010,12,Cyprus,HANGING FAIRY CAKE DECORATION,21.0
2010,12,Cyprus,HANGING HEART BASKET,16.8
2010,12,Cyprus,HANGING METAL STAR LANTERN,19.799999999999997
2010,12,Cyprus,HANGING SPRING FLOWER EGG LARGE,30.599999999999998
2010,12,Cyprus,HAPPY EASTER HANGING DECORATION,48.75
2010,12,Cyprus,HEART DECORATION PAINTED ZINC ,62.400000000000006
2010,12,Cyprus,HEART FILIGREE DOVE  SMALL,60.0
2010,12,Cyprus,HEART IVORY TRELLIS LARGE,39.599999999999994
2010,12,Cyprus,HEART IVORY TRELLIS SMALL,60.0
2010,12,Cyprus,IVORY HANGING DECORATION  HEART,20.4
2010,12,Cyprus,LANTERN CREAM GAZEBO ,44.550000000000004
2010,12,Cyprus,LARGE CAKE TOWEL CHOCOLATE SPOTS,20.25
2010,12,Cyprus,LARGE CAKE TOWEL PINK SPOTS,40.5
2010,12,Cyprus,MEDIUM MEDINA STAMPED METAL BOWL ,17.700000000000003
2010,12,Cyprus,MINI WOODEN HAPPY BIRTHDAY GARLAND,40.56
2010,12,Cyprus,NINJA RABBIT PINK,12.5
2010,12,Cyprus,PACK OF 6 SWEETIE GIFT BOXES,15.299999999999999
2010,12,Cyprus,PAPER BUNTING COLOURED LACE,2.95
2010,12,Cyprus,PAPER BUNTING WHITE LACE,2.95
2010,12,Cyprus,PAPER CHAIN KIT RETROSPOT,2.95
2010,12,Cyprus,PAPER CHAIN KIT SKULLS ,2.95
2010,12,Cyprus,PARTY BUNTING,4.65
2010,12,Cyprus,PINK CREAM FELT CRAFT TRINKET BOX ,2.5
2010,12,Cyprus,PINK FLORAL FELTCRAFT SHOULDER BAG,3.75
2010,12,Cyprus,PINK HAPPY BIRTHDAY BUNTING,5.45
2010,12,Cyprus,POPPY'S PLAYHOUSE BATHROOM,2.1
2010,12,Cyprus,POPPY'S PLAYHOUSE BEDROOM ,2.1
2010,12,Cyprus,POPPY'S PLAYHOUSE KITCHEN,2.1
2010,12,Cyprus,POPPY'S PLAYHOUSE LIVINGROOM ,2.1
2010,12,Cyprus,RED FLORAL FELTCRAFT SHOULDER BAG,3.75
2010,12,Cyprus,RED HANGING HEART T-LIGHT HOLDER,47.2
2010,12,Cyprus,SANDWICH BATH SPONGE,12.5
2010,12,Cyprus,SKULL AND CROSSBONES  GARLAND ,1.65
2010,12,Cyprus,SMALL MEDINA STAMPED METAL BOWL ,20.4
2010,12,Cyprus,SMALL RED RETROSPOT MUG IN BOX ,18.75
2010,12,Cyprus,SMALL WHITE RETROSPOT MUG IN BOX ,18.75
2010,12,Cyprus,SPACE CADET BLACK,12.5
2010,12,Cyprus,SPACE CADET RED,12.5
2010,12,Cyprus,SPACE CADET WHITE,12.5
2010,12,Cyprus,SPACE FROG,12.5
2010,12,Cyprus,SPACE OWL,12.5
2010,12,Cyprus,STRAWBERRY BATH SPONGE ,12.5
2010,12,Cyprus,STRAWBERRY CERAMIC TRINKET BOX,22.5
2010,12,Cyprus,SWEETHEART CERAMIC TRINKET BOX,10.0
2010,12,Cyprus,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",35.400000000000006
2010,12,Cyprus,"SWISS ROLL TOWEL, PINK  SPOTS",35.400000000000006
2010,12,Cyprus,TOAST ITS - DINOSAUR,2.5
2010,12,Cyprus,TOAST ITS - FAIRY FLOWER,1.25
2010,12,Cyprus,TOAST ITS - HAPPY BIRTHDAY,6.25
2010,12,Cyprus,TOAST ITS - I LOVE YOU ,1.25
2010,12,Cyprus,WHITE HANGING HEART T-LIGHT HOLDER,163.2
2010,12,Cyprus,WHITE HONEYCOMB PAPER GARLAND ,3.3
2010,12,Cyprus,WHITE TALL PORCELAIN T-LIGHT HOLDER,12.75
2010,12,Cyprus,WOODEN HAPPY BIRTHDAY GARLAND,35.400000000000006
2010,12,Cyprus,ZINC HEART LATTICE T-LIGHT HOLDER,25.0
2010,12,Denmark,20 DOLLY PEGS RETROSPOT,15.0
2010,12,Denmark,36 FOIL HEART CAKE CASES,88.80000000000001
2010,12,Denmark,60 CAKE CASES DOLLY GIRL DESIGN,50.4
2010,12,Denmark,ALARM CLOCK BAKELIKE GREEN,45.0
2010,12,Denmark,ALARM CLOCK BAKELIKE IVORY,75.0
2010,12,Denmark,ALARM CLOCK BAKELIKE ORANGE,45.0
2010,12,Denmark,ALARM CLOCK BAKELIKE PINK,45.0
2010,12,Denmark,ALARM CLOCK BAKELIKE RED ,45.0
2010,12,Denmark,AREA PATROLLED METAL SIGN,50.400000000000006
2010,12,Denmark,BLUE COAT RACK PARIS FASHION,29.700000000000003
2010,12,Denmark,BREAD BIN DINER STYLE IVORY,119.6
2010,12,Denmark,DOORMAT RESPECTABLE HOUSE,15.9
2010,12,Denmark,FRENCH GARDEN SIGN BLUE METAL,30.0
2010,12,Denmark,FRENCH WC SIGN BLUE METAL,45.0
2010,12,Denmark,JAM MAKING SET WITH JARS,25.5
2010,12,Denmark,POSTAGE,144.0
2010,12,Denmark,ROUND SNACK BOXES SET OF4 WOODLAND ,35.400000000000006
2010,12,Denmark,SET 7 BABUSHKA NESTING BOXES,183.60000000000002
2010,12,Denmark,WOODEN OWLS LIGHT GARLAND ,180.0
2010,12,Denmark,WOODLAND PARTY BAG + STICKER SET,13.2
2010,12,EIRE,10 COLOUR SPACEBOY PEN,20.4
2010,12,EIRE,12 PENCILS SMALL TUBE RED RETROSPOT,15.600000000000001
2010,12,EIRE,12 PENCILS TALL TUBE SKULLS,10.2
2010,12,EIRE,12 PENCILS TALL TUBE WOODLAND,10.2
2010,12,EIRE,3 HEARTS HANGING DECORATION RUSTIC,23.6
2010,12,EIRE,3 HOOK PHOTO SHELF ANTIQUE WHITE,17.0
2010,12,EIRE,3 STRIPEY MICE FELTCRAFT,58.5
2010,12,EIRE,3 TRADITIONAl BISCUIT CUTTERS  SET,12.600000000000001
2010,12,EIRE,3D DOG PICTURE PLAYING CARDS,17.700000000000003
2010,12,EIRE,3D SHEET OF CAT STICKERS,10.2
2010,12,EIRE,3D SHEET OF DOG STICKERS,10.2
2010,12,EIRE,4 TRADITIONAL SPINNING TOPS,15.0
2010,12,EIRE,6 EGG HOUSE PAINTED WOOD,47.7
2010,12,EIRE,6 RIBBONS ELEGANT CHRISTMAS ,19.799999999999997
2010,12,EIRE,6 RIBBONS RUSTIC CHARM,39.599999999999994
2010,12,EIRE,60 CAKE CASES VINTAGE CHRISTMAS,13.200000000000001
2010,12,EIRE,60 TEATIME FAIRY CAKE CASES,52.800000000000004
2010,12,EIRE,72 SWEETHEART FAIRY CAKE CASES,13.200000000000001
2010,12,EIRE,AGED GLASS SILVER T-LIGHT HOLDER,7.800000000000001
2010,12,EIRE,AIRLINE BAG VINTAGE JET SET RED,17.0
2010,12,EIRE,AIRLINE BAG VINTAGE TOKYO 78,17.0
2010,12,EIRE,AMETHYST DIAMANTE EXPANDABLE RING,-12.75
2010,12,EIRE,ANTIQUE GLASS DRESSING TABLE POT,23.6
2010,12,EIRE,ANTIQUE GLASS PEDESTAL BOWL,15.0
2010,12,EIRE,ANTIQUE TALL SWIRLGLASS TRINKET POT,15.0
2010,12,EIRE,APRON APPLE DELIGHT,0.0
2010,12,EIRE,ASSORTED COLOUR MINI CASES,31.8
2010,12,EIRE,ASSORTED INCENSE PACK,230.4
2010,12,EIRE,ASSORTED TUTTI FRUTTI SMALL PURSE,30.0
2010,12,EIRE,ASSTD DESIGN RACING CAR PEN,27.04
2010,12,EIRE,BAKING SET 9 PIECE RETROSPOT ,14.850000000000001
2010,12,EIRE,BAKING SET SPACEBOY DESIGN,14.850000000000001
2010,12,EIRE,BEWARE OF THE CAT METAL SIGN ,20.28
2010,12,EIRE,BINGO SET,45.0
2010,12,EIRE,BISCUIT TIN VINTAGE RED,13.5
2010,12,EIRE,BLACK DIAMANTE EXPANDABLE RING,-17.0
2010,12,EIRE,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,17.700000000000003
2010,12,EIRE,BLUE COAT RACK PARIS FASHION,29.700000000000003
2010,12,EIRE,BLUE DRAGONFLY HELICOPTER,15.9
2010,12,EIRE,BLUE HARMONICA IN BOX ,15.0
2010,12,EIRE,BLUE POLKADOT WASHING UP GLOVES,50.400000000000006
2010,12,EIRE,BLUE TEA TOWEL CLASSIC DESIGN,15.0
2010,12,EIRE,BOOM BOX SPEAKER BOYS,35.7
2010,12,EIRE,BOX OF VINTAGE ALPHABET BLOCKS,59.699999999999996
2010,12,EIRE,BOX OF VINTAGE JIGSAW BLOCKS ,29.700000000000003
2010,12,EIRE,BREAD BIN DINER STYLE IVORY,118.64999999999999
2010,12,EIRE,BREAD BIN DINER STYLE MINT,33.9
2010,12,EIRE,BREAD BIN DINER STYLE PINK,33.9
2010,12,EIRE,BREAD BIN DINER STYLE RED ,67.8
2010,12,EIRE,BROCANTE COAT RACK,19.9
2010,12,EIRE,BROWN CHECK CAT DOORSTOP ,12.75
2010,12,EIRE,CAMOUFLAGE LED TORCH,20.28
2010,12,EIRE,CANDLEHOLDER PINK HANGING HEART,53.1
2010,12,EIRE,CARD MOTORBIKE SANTA,10.08
2010,12,EIRE,CARDHOLDER HOLLY WREATH METAL,11.25
2010,12,EIRE,CARRIAGE,350.0
2010,12,EIRE,CHALKBOARD KITCHEN ORGANISER,37.9
2010,12,EIRE,CHARLIE + LOLA RED HOT WATER BOTTLE,0.0
2010,12,EIRE,CHARLIE+LOLA PINK HOT WATER BOTTLE,0.0
2010,12,EIRE,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",15.299999999999999
2010,12,EIRE,CHARLOTTE BAG SUKI DESIGN,42.5
2010,12,EIRE,CHICK GREY HOT WATER BOTTLE,13.8
2010,12,EIRE,CHILDRENS APRON SPACEBOY DESIGN,15.6
2010,12,EIRE,CHILLI LIGHTS,19.8
2010,12,EIRE,CHOCOLATE CALCULATOR,39.599999999999994
2010,12,EIRE,CHOCOLATE HOT WATER BOTTLE,118.80000000000001
2010,12,EIRE,CHRISTMAS CRAFT LITTLE FRIENDS,25.200000000000003
2010,12,EIRE,CHRISTMAS CRAFT TREE TOP ANGEL,25.200000000000003
2010,12,EIRE,CHRISTMAS DECOUPAGE CANDLE,0.0
2010,12,EIRE,CHRISTMAS GINGHAM HEART,30.599999999999998
2010,12,EIRE,CHRISTMAS GINGHAM STAR,30.599999999999998
2010,12,EIRE,CHRISTMAS GINGHAM TREE,30.599999999999998
2010,12,EIRE,CHRISTMAS LIGHTS 10 REINDEER,0.0
2010,12,EIRE,CHRISTMAS LIGHTS 10 SANTAS ,0.0
2010,12,EIRE,CHRISTMAS METAL POSTCARD WITH BELLS,30.0
2010,12,EIRE,CHRISTMAS METAL TAGS ASSORTED ,30.599999999999998
2010,12,EIRE,CHRISTMAS TREE PAINTED ZINC ,15.600000000000001
2010,12,EIRE,CLASSICAL ROSE CANDLESTAND,31.200000000000003
2010,12,EIRE,COFFEE MUG BLUE PAISLEY DESIGN,15.299999999999999
2010,12,EIRE,COLOUR GLASS. STAR T-LIGHT HOLDER,-3.25
2010,12,EIRE,COOK WITH WINE METAL SIGN ,23.4
2010,12,EIRE,CREAM HEART CARD HOLDER,63.2
2010,12,EIRE,CREAM SWEETHEART MINI CHEST,25.5
2010,12,EIRE,DELUXE SEWING KIT ,17.85
2010,12,EIRE,DISCO BALL CHRISTMAS DECORATION,5.76
2010,12,EIRE,DOCTOR'S BAG SOFT TOY,35.8
2010,12,EIRE,DOORMAT ENGLISH ROSE ,67.5
2010,12,EIRE,DOORMAT FANCY FONT HOME SWEET HOME,99.3
2010,12,EIRE,DOORMAT NEW ENGLAND,15.9
2010,12,EIRE,DOORMAT SPOTTY HOME SWEET HOME,15.9
2010,12,EIRE,DOORMAT WELCOME PUPPIES,31.8
2010,12,EIRE,DOORMAT WELCOME TO OUR HOME,67.5
2010,12,EIRE,DOVE DECORATION PAINTED ZINC ,15.600000000000001
2010,12,EIRE,EDWARDIAN PARASOL BLACK,17.85
2010,12,EIRE,EDWARDIAN PARASOL NATURAL,0.0
2010,12,EIRE,EDWARDIAN PARASOL PINK,0.0
2010,12,EIRE,EDWARDIAN PARASOL RED,17.85
2010,12,EIRE,ENGLISH ROSE HOT WATER BOTTLE,17.0
2010,12,EIRE,FAIRY SOAP SOAP HOLDER,20.28
2010,12,EIRE,FAMILY ALBUM WHITE PICTURE FRAME,34.0
2010,12,EIRE,FAMILY PHOTO FRAME CORNICE,19.9
2010,12,EIRE,FAWN BLUE HOT WATER BOTTLE,17.700000000000003
2010,12,EIRE,"FEATHER PEN,COAL BLACK",30.599999999999998
2010,12,EIRE,"FEATHER PEN,HOT PINK",10.2
2010,12,EIRE,"FEATHER PEN,LIGHT PINK",10.2
2010,12,EIRE,FELTCRAFT BUTTERFLY HEARTS,52.199999999999996
2010,12,EIRE,FELTCRAFT CUSHION BUTTERFLY,45.0
2010,12,EIRE,FELTCRAFT CUSHION OWL,15.0
2010,12,EIRE,FELTCRAFT CUSHION RABBIT,45.0
2010,12,EIRE,FELTCRAFT PRINCESS CHARLOTTE DOLL,15.0
2010,12,EIRE,FELTCRAFT PRINCESS LOLA DOLL,15.0
2010,12,EIRE,FOLK ART METAL STAR T-LIGHT HOLDER,9.120000000000001
2010,12,EIRE,FUNKY WASHING UP GLOVES ASSORTED,75.60000000000001
2010,12,EIRE,GARDENIA 1 WICK MORRIS BOXED CANDLE,17.0
2010,12,EIRE,"GARLAND, MAGIC GARDEN 1.8M",23.4
2010,12,EIRE,GINGERBREAD MAN COOKIE CUTTER,30.0
2010,12,EIRE,GINGHAM HEART  DOORSTOP RED,12.75
2010,12,EIRE,GREEN CHRISTMAS TREE CARD HOLDER,-4.25
2010,12,EIRE,GREEN REGENCY TEACUP AND SAUCER,35.400000000000006
2010,12,EIRE,GREY HEART HOT WATER BOTTLE,97.5
2010,12,EIRE,HAND WARMER BABUSHKA DESIGN,25.200000000000003
2010,12,EIRE,HAND WARMER BIRD DESIGN,25.200000000000003
2010,12,EIRE,HAND WARMER OWL DESIGN,25.200000000000003
2010,12,EIRE,HAND WARMER RED RETROSPOT,25.200000000000003
2010,12,EIRE,HAND WARMER SCOTTY DOG DESIGN,25.200000000000003
2010,12,EIRE,HAPPY STENCIL CRAFT,30.0
2010,12,EIRE,HEART WOODEN CHRISTMAS DECORATION,30.599999999999998
2010,12,EIRE,HELLO SAILOR BLUE SOAP HOLDER,20.28
2010,12,EIRE,HERB MARKER BASIL,7.800000000000001
2010,12,EIRE,HERB MARKER CHIVES ,7.800000000000001
2010,12,EIRE,HERB MARKER MINT,7.800000000000001
2010,12,EIRE,HERB MARKER PARSLEY,7.800000000000001
2010,12,EIRE,HERB MARKER ROSEMARY,7.800000000000001
2010,12,EIRE,HERB MARKER THYME,7.800000000000001
2010,12,EIRE,HOLIDAY FUN LUDO,15.0
2010,12,EIRE,HOME BUILDING BLOCK WORD,65.45
2010,12,EIRE,HOME SMALL WOOD LETTERS,14.850000000000001
2010,12,EIRE,HOME SWEET HOME METAL SIGN ,17.700000000000003
2010,12,EIRE,HOMEMADE JAM SCENTED CANDLES,69.6
2010,12,EIRE,HOT WATER BOTTLE BABUSHKA ,148.8
2010,12,EIRE,HOT WATER BOTTLE I AM SO POORLY,55.800000000000004
2010,12,EIRE,HOT WATER BOTTLE TEA AND SYMPATHY,63.2
2010,12,EIRE,INFLATABLE POLITICAL GLOBE ,10.2
2010,12,EIRE,IVORY KITCHEN SCALES,17.0
2010,12,EIRE,JAM JAR WITH GREEN LID,20.4
2010,12,EIRE,JAM JAR WITH PINK LID,20.4
2010,12,EIRE,JAM MAKING SET PRINTED,69.6
2010,12,EIRE,JAM MAKING SET WITH JARS,121.5
